Day,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
63,322996220.0,748006.8,4993674.5,0.0,101.267,0.12523897912646012,17483529283663.68,21466585914800.0,3257573300000.0,3,567410649534.2458,0.1630441,9309272402.826965,919191890.8269641,1.75,0.0192,9589041000.0,[41.907696],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[41.907696],[32.9396],0.7236480539489241,0.7236480539489241
64,322961340.0,729414.3,5047103.5,0.0,101.865,0.12496238492915432,17492839045759.764,21466585914800.0,3309416000000.0,3,576417167780.8212,0.1630441,9309762096.08347,919681584.083468,1.75,0.0192,9589041000.0,[42.78715],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[42.78715],[33.462135],0.7291912444511331,0.7291912444511331
65,322927230.0,711496.2,5099204.5,0.0,102.518,0.12468635957405047,17502149297574.863,21466585914800.0,3361282500000.0,3,585423686027.3965,0.1630441,9310251815.099178,920171303.09918,1.75,0.0192,9589041000.0,[43.654255],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[43.654255],[33.985786],0.7225102475884244,0.7225102475884244
66,322893820.0,694093.6,5150026.0,0.0,103.97,0.12407570290735798,17511460039134.738,21466585914800.0,3413289000000.0,3,594430204273.9718,0.1630441,9310741559.875454,920661047.875455,1.75,0.0192,9589041000.0,[44.34193],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[44.34193],[34.521576],0.6237315928161329,0.6237315928161329
67,322861250.0,677037.7,5199604.0,0.0,105.033,0.1237750743665358,17520771270465.152,21466585914800.0,3465350200000.0,3,603436722520.5471,0.1630441,9311231330.413647,921150818.4136482,1.75,0.0192,9589041000.0,[45.116962],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[45.116962],[35.055954],0.6737172429053374,0.6737172429053374
68,322829380.0,660558.3,5247963.5,0.0,106.141,0.12346549644732797,17530082991591.867,21466585914800.0,3517438000000.0,3,612443240767.1224,0.1630441,9311721126.715115,921640614.715115,1.75,0.0192,9589041000.0,[45.88189],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[45.88189],[35.59022],0.6678194913688484,0.6678194913688484
69,322798050.0,644761.44,5295146.0,0.0,107.087,0.12241020898848796,17539395202540.648,21466585914800.0,3569763200000.0,3,621449759013.6978,0.1630441,9312210948.781212,922130436.7812102,1.75,0.0192,9589041000.0,[46.683197],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[46.683197],[36.145382],0.6976789558822734,0.6976789558822734
70,322767100.0,629641.7,5341201.0,0.0,107.705,0.12144614009173192,17548707903337.262,21466585914800.0,3622288500000.0,3,630456277260.2731,0.1630441,9312700796.613289,922620284.6132892,1.75,0.0192,9589041000.0,[47.55816],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[47.55816],[36.708073],0.7434961661790972,0.7434961661790972
71,322736670.0,615095.3,5386175.0,0.0,108.472,0.12102563185927113,17558021094007.475,21466585914800.0,3674850200000.0,3,639462795506.8484,0.1630441,9313190670.212708,923110158.2127076,1.75,0.0192,9589041000.0,[48.399662],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[48.399662],[37.26486],0.72163792600535,0.72163792600535
72,322706660.0,601177.44,5430110.0,0.0,109.449,0.11971140256300707,17567334774577.055,21466585914800.0,3727880600000.0,3,648469313753.4237,0.1630441,9313680569.580822,923600057.5808208,1.75,0.0192,9589041000.0,[49.194008],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[49.194008],[37.862286],0.7114432362233178,0.7114432362233178
73,322677280.0,587574.75,5473051.5,0.0,110.447,0.11924344315670603,17576648945071.773,21466585914800.0,3780951100000.0,3,657475831999.999,0.1630441,9314170494.718983,924089982.7189839,1.75,0.0192,9589041000.0,[49.983635],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[49.983635],[38.44243],0.7014357776766251,0.7014357776766251
74,322648700.0,574232.44,5515021.5,0.0,111.445,0.11878397379631743,17585963605517.402,21466585914800.0,3834061500000.0,3,666482350246.5743,0.1630441,9314660445.628551,924579933.6285528,1.75,0.0192,9589041000.0,[50.773262],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[50.773262],[39.02432],0.7021704740009317,0.7021704740009317
75,322620500.0,561352.5,5556037.5,0.0,112.313,0.11801712887904296,17595278755939.715,21466585914800.0,3887267600000.0,3,675488868493.1497,0.1630441,9315150422.310883,925069910.3108832,1.75,0.0192,9589041000.0,[51.592083],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[51.592083],[39.613014],0.7219384303887479,0.7219384303887479
76,322592500.0,549271.25,5596134.5,0.0,112.95,0.11709102031297175,17604594396364.48,21466585914800.0,3940643200000.0,3,684495386739.725,0.1630441,9315640424.76733,925559912.7673308,1.75,0.0192,9589041000.0,[52.46278],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[52.46278],[40.212475],0.7565072125759348,0.7565072125759348
77,322564930.0,537627.0,5635367.5,0.0,113.41,0.11658955397162037,17613910526817.48,21466585914800.0,3994062200000.0,3,693501904986.3003,0.1630441,9316130452.999252,926049940.999251,1.75,0.0192,9589041000.0,[53.373226],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[53.373226],[40.80829],0.7779849359210629,0.7779849359210629
78,322537500.0,526582.7,5673769.5,0.0,113.912,0.11609815339950016,17623227147324.49,21466585914800.0,4047523800000.0,3,702508423232.8756,0.1630441,9316620507.008,926539995.0080003,1.75,0.0192,9589041000.0,[54.27424],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[54.27424],[41.40594],0.7732986301988692,0.7732986301988692
79,322510500.0,516057.7,5711383.5,0.0,114.821,0.11546293917614298,17632544257911.285,21466585914800.0,4101130200000.0,3,711514941479.4509,0.1630441,9317110586.794933,927030074.794934,1.75,0.0192,9589041000.0,[55.083855],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[55.083855],[42.014435],0.7249436136900952,0.7249436136900952
80,322483700.0,505965.4,5748244.0,0.0,115.677,0.11489465364865305,17641861858603.65,21466585914800.0,4154815700000.0,3,720521459726.0262,0.1630441,9317600692.361408,927520180.3614087,1.75,0.0192,9589041000.0,[55.905373],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[55.905373],[42.623524],0.7320850572819575,0.7320850572819575
81,322457400.0,496138.34,5784384.0,0.0,116.483,0.11443329220350719,17651179949427.355,21466585914800.0,4208571200000.0,3,729527977972.6016,0.1630441,9318090823.708778,928010311.7087802,1.75,0.0192,9589041000.0,[56.738117],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[56.738117],[43.23526],0.7397011816232293,0.7397011816232293
82,322431300.0,486794.75,5819823.0,0.0,117.304,0.1138951553127203,17660498530408.195,21466585914800.0,4262403200000.0,3,738534496219.1769,0.1630441,9318580980.838406,928500468.8384043,1.75,0.0192,9589041000.0,[57.567493],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[57.567493],[43.85062],0.7392756977942015,0.7392756977942015
83,322405200.0,478112.16,5854593.5,0.0,118.012,0.11308753627312038,17669817601571.945,21466585914800.0,4316396000000.0,3,747541014465.7522,0.1630441,9319071163.751637,928990651.7516377,1.75,0.0192,9589041000.0,[58.422245],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[58.422245],[44.476498],0.7583954887737386,0.7583954887737386
84,322379100.0,470078.22,5888745.0,0.0,118.359,0.11253901116778997,17679137162944.395,21466585914800.0,4370496700000.0,3,756547532712.3275,0.1630441,9319561372.449837,929480860.4498365,1.75,0.0192,9589041000.0,[59.358067],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[59.358067],[45.104755],0.8063370565558878,0.8063370565558878
85,322352830.0,462779.6,5922322.5,0.0,118.757,0.1120427404546788,17688457214551.33,21466585914800.0,4424640500000.0,3,765554050958.9028,0.1630441,9320051606.934357,929971094.9343572,1.75,0.0192,9589041000.0,[60.282436],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[60.282436],[45.732094],0.7993179548857277,0.7993179548857277
86,322326400.0,456174.94,5955377.5,0.0,119.532,0.11139230742096692,17697777756418.535,21466585914800.0,4478962000000.0,3,774560569205.4781,0.1630441,9320541867.206554,930461355.2065558,1.75,0.0192,9589041000.0,[61.122143],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[61.122143],[46.37267],0.7558733255346292,0.7558733255346292
87,322299840.0,450113.75,5987962.0,0.0,120.273,0.11072161508744248,17707098788571.805,21466585914800.0,4533433000000.0,3,783567087452.0535,0.1630441,9321032153.267788,930951641.2677895,1.75,0.0192,9589041000.0,[61.969486],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[61.969486],[47.01834],0.762439268977829,0.762439268977829
88,322273250.0,444592.38,6020112.5,0.0,120.97,0.11024076395252198,17716420311036.926,21466585914800.0,4587945700000.0,3,792573605698.6288,0.1630441,9321522465.119415,931441953.1194143,1.75,0.0192,9589041000.0,[62.82671],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[62.82671],[47.661274],0.7670066859062783,0.7670066859062783
89,322246270.0,439796.47,6051869.5,0.0,121.597,0.10976995729327432,17725742323839.688,21466585914800.0,4642499500000.0,3,801580123945.2041,0.1630441,9322012802.762787,931932290.7627873,1.75,0.0192,9589041000.0,[63.699654],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[63.699654],[48.3059],0.7768208063173849,0.7768208063173849
90,322218660.0,435985.56,6083283.0,0.0,122.16,0.10930887874826097,17735064827005.887,21466585914800.0,4697093600000.0,3,810586642191.7794,0.1630441,9322503166.199265,932422654.1992645,1.75,0.0192,9589041000.0,[64.58697],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[64.58697],[48.95218],0.7858388227374182,0.7858388227374182
91,322190500.0,433006.84,6114425.0,0.0,122.477,0.10857087139288187,17744387820561.316,21466585914800.0,4751843400000.0,3,819593160438.3547,0.1630441,9322993555.430202,932913043.4302036,1.75,0.0192,9589041000.0,[65.529526],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[65.529526],[49.609756],0.8225816394613629,0.8225816394613629
92,322161700.0,430855.88,6145354.0,0.0,122.856,0.10810281464459974,17753711304531.773,21466585914800.0,4806634600000.0,3,828599678684.93,0.1630441,9323483970.456963,933403458.4569607,1.75,0.0192,9589041000.0,[66.45816],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[66.45816],[50.264275],0.8132324082125295,0.8132324082125295
93,322132100.0,429659.75,6176129.5,0.0,123.586,0.10761416094150819,17763035278943.055,21466585914800.0,4861498000000.0,3,837606196931.5054,0.1630441,9323974411.280891,933893899.2808932,1.75,0.0192,9589041000.0,[67.307976],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[67.307976],[50.923164],0.7694332076576018,0.7694332076576018
94,322101820.0,429273.34,6206819.0,0.0,124.341,0.10765383084073575,17772359743820.957,21466585914800.0,4916328300000.0,3,846612715178.0807,0.1630441,9324464877.903358,934384365.9033577,1.75,0.0192,9589041000.0,[68.152176],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[68.152176],[51.57619],0.7637152534940714,0.7637152534940714
95,322070820.0,429595.0,6237481.5,0.0,124.891,0.10729275292966206,17781684699191.28,21466585914800.0,4971129000000.0,3,855619233424.656,0.1630441,9324955370.32571,934874858.3257117,1.75,0.0192,9589041000.0,[69.04241],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[69.04241],[52.228188],0.7899353875171503,0.7899353875171503
96,322039000.0,430721.97,6268167.5,0.0,125.521,0.1071650706698524,17791010145079.832,21466585914800.0,5025910000000.0,3,864625751671.2313,0.1630441,9325445888.549313,935365376.5493121,1.75,0.0192,9589041000.0,[69.91468],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[69.91468],[52.87979],0.7793681653877129,0.7793681653877129
97,322006100.0,432879.6,6298933.0,0.0,126.02,0.10622969028008318,17800336081512.406,21466585914800.0,5080834000000.0,3,873632269917.8066,0.1630441,9325936432.575516,935855920.5755162,1.75,0.0192,9589041000.0,[70.81637],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[70.81637],[53.544018],0.801716819301739,0.801716819301739
98,321972100.0,435969.88,6329853.5,0.0,126.343,0.10583212129385161,17809662508514.812,21466585914800.0,5135793000000.0,3,882638788164.382,0.1630441,9326427002.405682,936346490.4056813,1.75,0.0192,9589041000.0,[71.757576],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[71.757576],[54.205227],0.8233290867863612,0.8233290867863612
99,321936960.0,439941.12,6360994.0,0.0,126.712,0.10542990118608649,17818989426112.855,21466585914800.0,5190817000000.0,3,891645306410.9573,0.1630441,9326917598.041164,936837086.0411646,1.75,0.0192,9589041000.0,[72.68845],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[72.68845],[54.870415],0.8190234591457536,0.8190234591457536
100,321900770.0,444777.75,6392418.0,0.0,127.263,0.10456628008799569,17828316834332.34,21466585914800.0,5246040000000.0,3,900651824657.5326,0.1630441,9327408219.483322,937327707.4833238,1.75,0.0192,9589041000.0,[73.57846],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[73.57846],[55.54908],0.8010333987420559,0.8010333987420559
101,321863400.0,450343.2,6424188.0,0.0,127.965,0.10417688478623804,17837644733199.074,21466585914800.0,5301296000000.0,3,909658342904.1079,0.1630441,9327898866.733517,937818354.7335163,1.75,0.0192,9589041000.0,[74.43456],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[74.43456],[56.222466],0.7791768591094526,0.7791768591094526
102,321825180.0,456410.5,6456355.0,0.0,128.714,0.10395296172650799,17846973122738.867,21466585914800.0,5356572400000.0,3,918664861150.6832,0.1630441,9328389539.793098,938309027.7930995,1.75,0.0192,9589041000.0,[75.280106],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[75.280106],[56.89605],0.7731498026341542,0.7731498026341542
103,321785820.0,463155.94,6488956.0,0.0,129.391,0.10357590452085241,17856302002977.53,21466585914800.0,5411912000000.0,3,927671379397.2585,0.1630441,9328880238.663433,938799726.6634313,1.75,0.0192,9589041000.0,[76.14182],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[76.14182],[57.574013],0.7843545240609957,0.7843545240609957
104,321745150.0,470711.7,6522038.5,0.0,129.701,0.10321722973993666,17865631373940.88,21466585914800.0,5467283000000.0,3,936677897643.8339,0.1630441,9329370963.345871,939290451.3458692,1.75,0.0192,9589041000.0,[77.08595],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[77.08595],[58.251938],0.8320578645207249,0.8320578645207249
105,321703300.0,478948.5,6555661.0,0.0,130.03,0.10286487002004356,17874961235654.72,21466585914800.0,5522684600000.0,3,945684415890.4092,0.1630441,9329861713.84177,939781201.8417711,1.75,0.0192,9589041000.0,[78.02582],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[78.02582],[58.931087],0.8301026029477693,0.8301026029477693
106,321660320.0,487717.8,6589871.5,0.0,130.411,0.10251861850946332,17884291588144.87,21466585914800.0,5578117000000.0,3,954690934136.9845,0.1630441,9330352490.152496,940271978.1524945,1.75,0.0192,9589041000.0,[78.954],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[78.954],[59.61144],0.8238471105010983,0.8238471105010983
107,321616160.0,497029.72,6624708.5,0.0,131.55,0.10197597955205143,17893622431437.152,21466585914800.0,5633627000000.0,3,963697452383.5598,0.1630441,9330843292.2794,940762780.2793981,1.75,0.0192,9589041000.0,[79.71197],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[79.71197],[60.29687],0.7274294271543276,0.7274294271543276
108,321571040.0,506682.28,6660210.5,0.0,132.387,0.1016329464107207,17902953765557.375,21466585914800.0,5689167000000.0,3,972703970630.1351,0.1630441,9331334120.223839,941253608.2238393,1.75,0.0192,9589041000.0,[80.53775],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[80.53775],[60.981564],0.7663849644113017,0.7663849644113017
109,321525100.0,516434.0,6696402.5,0.0,133.426,0.10129578420762392,17912285590531.363,21466585914800.0,5744737000000.0,3,981710488876.7104,0.1630441,9331824973.987175,941744461.9871763,1.75,0.0192,9589041000.0,[81.31817],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[81.31817],[61.667416],0.740607706282773,0.740607706282773
110,321478180.0,526451.75,6733290.5,0.0,134.232,0.1009643104265466,17921617906384.934,21466585914800.0,5800335000000.0,3,990717007123.2858,0.1630441,9332315853.570766,942235341.5707673,1.75,0.0192,9589041000.0,[82.15092],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[82.15092],[62.35441],0.7713831965199638,0.7713831965199638
111,321430200.0,536836.44,6770894.0,0.0,134.984,0.10065734857308033,17930950713143.91,21466585914800.0,5855929000000.0,3,999723525369.8611,0.1630441,9332806758.975971,942726246.9759705,1.75,0.0192,9589041000.0,[82.99579],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[82.99579],[63.039906],0.777775899107917,0.777775899107917
112,321381200.0,547514.6,6809239.0,0.0,135.457,0.10034373400359452,17940284010834.113,21466585914800.0,5911550600000.0,3,1008730043616.4364,0.1630441,9333297690.204144,943217178.2041444,1.75,0.0192,9589041000.0,[83.90331],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[83.90331],[63.727764],0.8150463223200561,0.8150463223200561
113,321331360.0,558219.4,6848347.5,0.0,135.901,0.10003500174284734,17949617799481.37,21466585914800.0,5967199000000.0,3,1017736561863.0117,0.1630441,9333788647.256645,943708135.2566469,1.75,0.0192,9589041000.0,[84.81735],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[84.81735],[64.41669],0.8192632452189978,0.8192632452189978
